24.66662 20.8028 22.64287 28.17278 26.04533 31.66822 31.72947 29.56359 24.49108 23.46894 21.68991 19.61864 19.03132 24.49722 26.82798 26.34976 30.20023 16.3387 25.2981 21.12763
27.53948 22.87364 31.90267 20.1245 23.43943 24.58265 19.67448 16.89604 20.29995 27.86613 25.05297 11.09871 21.67937 27.99604 25.30915 25.17696 26.77484 33.82877 22.02267 29.38138
27.27996 22.59412 33.44415 24.93163 24.62739 32.69205 27.2249 24.49357 18.33347 29.66915 22.72747 25.86556 27.37559 24.83445 33.15294 31.15616 22.01211 28.22072 26.60478 22.54912
24.98732 30.98661 23.21579 19.90609 28.83587 28.19017 31.33844 23.54925 31.38325 28.11879 29.34566 22.08991 23.95974 16.29497 23.85046 31.41597 19.30019 21.36635 25.96518 24.10405
19.38483 19.93629 31.11776 26.13484 28.18377 23.58796 28.37612 27.50507 10.22105 24.43369 17.31383 25.48551 20.97436 19.63506 27.60846 24.51151 33.3559 24.9739 30.48213 22.97086
18.82423 19.12842 29.82584 21.51444 27.89769 22.83439 21.4811 33.30158 22.36025 28.65699 23.79638 22.13812 25.31486 28.9781 13.64138 23.75336 26.15757 22.76806 28.57082 21.54742
30.19152 21.11401 22.86728 28.81554 32.60435 23.39813 24.61436 26.90708 22.62135 23.70715 26.34053 24.92943 21.5872 20.77586 22.84805 23.89029 21.94981 21.32333 33.09959 20.17272
21.68253 22.41534 27.7317 26.95745 33.08261 22.76667 21.0229 25.25437 27.75272 35.0351 21.99495 27.5791 29.91578 37.56229 33.33825 26.76753 23.0945 17.6842 21.60276 23.74829
20.81435 23.83339 32.24202 26.41979 32.78692 35.03215 29.88765 32.87646 22.22503 24.25556 29.09349 31.70419 30.70941 22.86713 25.18091 26.9107 23.57776 23.75826 28.50347 32.23322
23.09532 24.76423 11.15625 23.24254 31.3747 22.81268 24.36418 33.22699 34.08632 13.20238 22.49957 14.29364 26.54701 20.99236 24.10167 25.06883 21.24599 19.79944 26.43129 22.92737
23.49413 35.19429 29.58508 29.34251 25.97941 27.73805 28.51017 21.96537 26.86064 22.08859 29.64625 25.53217 25.81342 21.42973 29.58306 29.83337 25.00803 33.18628 17.08459 21.79317
30.39249 30.25361 34.36819 28.5461 18.94849 22.01206 26.48976 24.1286 21.9322 30.07582 31.25452 21.41934 22.94129 27.58753 25.03043 31.09399 23.72396 28.58067 18.63958 31.30533
17.90252 23.74965 11.81633 25.7295 27.75171 24.8543 26.28198 16.90125 26.00186 24.0791 27.36708 27.60351 29.41409 27.30108 24.33625 19.24495 21.94608 25.58192 27.44252 18.15786
23.34061 28.09418 20.87365 16.24457 28.71844 19.96596 23.01073 18.36015 24.23795 22.95796 25.98318 28.58769 31.51653 29.36055 21.31568 27.05312 12.82861 18.52242 19.09085 31.42525
27.40054 13.82855 29.4326 20.91421 24.0132 28.95733 19.67894 21.75368 27.74328 24.71908 30.68054 33.50999 28.38568 23.97427 28.55504 31.40714 27.25953 24.543 17.58343 20.4293
28.85071 29.02324 26.89317 28.4514 24.94447 25.45244 23.87697 27.17346 27.28707 23.57821 29.11738 19.50015 23.60287 22.896 23.32547 24.00814 22.98253 31.42749 30.52426 23.38329
24.61863 29.97358 19.20404 29.77141 17.44905 17.73727 24.83026 19.42611 31.1318 23.22697 20.24406 21.96682 30.41311 19.38506 22.90138 31.00788 24.73356 25.12694 27.69054 18.89757
30.27073 20.27892 26.95741 25.0271 29.50024 13.61945 29.88023 20.77957 28.46284 29.45179 16.68857 19.40591 20.68659 22.65148 22.60966 30.55508 32.91206 25.6645 22.54122 26.23279
25.36683 25.73068 30.29174 21.08883 33.02155 29.38601 20.28906 24.48238 15.74391 22.09488 25.19775 27.73708 28.08559 33.79781 31.1146 24.5376 11.834 24.00937 23.86462 36.20692
37.35353 22.85862 15.45059 23.93082 17.91129 35.66986 24.00612 26.07856 25.25108 28.98009 24.78812 24.92789 21.27882 23.95531 24.02234 20.30142 19.88338 13.82179 20.71627 24.35428
