13.00147 23.76615 19.06963 16.02743 15.03432 24.49512 24.02953 17.9132 20.4455 24.12944 25.23942 24.47132 22.42793 15.76519 28.07792 30.02289 31.55593 30.44869 24.78677 26.75494
25.04431 27.90452 16.78339 26.22213 22.44234 18.46855 32.39517 19.03287 22.90518 22.70805 34.54835 33.71248 24.70483 31.38936 31.64549 17.48034 23.58706 30.07563 30.29757 24.09793
29.63347 22.82617 25.56425 20.04067 18.80494 25.89558 29.13027 26.77291 24.48357 31.7131 29.01436 33.74723 33.1836 36.2248 23.89441 34.28389 16.34515 25.03257 23.14566 31.04851
26.15605 32.86895 19.64951 30.63554 21.05407 25.58096 30.737 17.98409 21.19324 19.22206 21.42859 26.95595 34.79867 23.0963 23.53563 25.3191 23.29261 29.7787 20.48254 24.75281
25.01514 7.858855 27.23631 17.86602 24.74958 33.51023 24.61792 15.51876 23.21694 21.88242 28.61438 29.48278 22.42915 34.71874 20.61012 26.39428 29.35959 22.31746 24.02498 25.72894
29.05965 27.0513 21.17036 21.96416 19.49062 19.58895 25.8097 20.7734 33.90966 28.92019 26.74169 28.30068 22.14842 29.44997 19.75613 23.02098 33.94903 22.21325 25.15283 17.55604
29.14294 26.11501 27.41805 25.06754 23.63602 29.03082 19.23539 34.27797 25.97697 28.29692 26.8018 29.81844 25.43528 30.21033 26.49346 19.70372 19.95767 27.51087 25.21631 20.87783
28.90025 29.37904 26.39439 26.70159 20.54397 31.75304 22.64488 21.96781 28.76793 32.76808 26.28629 12.11215 17.35402 23.31717 22.02421 22.32769 31.87623 25.00616 28.54676 22.93026
25.13073 22.24453 25.52349 26.61353 20.98877 30.34439 20.0634 19.9134 27.05459 22.44811 22.77046 23.98096 27.73545 32.53343 29.94429 16.39656 13.06722 26.99289 28.09389 25.01789
20.54077 30.60266 26.83537 12.67841 36.32192 16.68605 20.83004 22.77725 27.67085 24.53341 18.28855 21.34794 21.35971 21.51617 28.45451 23.57109 16.66419 34.25821 24.57748 24.0721
20.03565 29.17099 33.41576 18.88406 27.07223 34.93196 24.04083 19.94789 29.07593 14.79896 30.35774 29.62189 26.22428 15.45319 25.61382 21.60121 31.02723 23.69691 30.29013 26.7959
18.60826 13.39073 18.47801 23.13212 25.38431 26.01265 23.82033 23.69534 23.95519 17.11537 13.98742 28.33051 28.19831 33.88699 21.11436 14.27818 26.60535 23.74991 12.20195 22.74638
23.39271 23.98032 27.27486 20.30549 22.9619 26.73343 19.69273 23.95634 13.9112 26.00076 26.24577 27.42805 23.26303 28.40439 31.27797 21.42517 29.55456 26.97194 28.39288 21.57614
24.81758 31.03997 18.27354 27.29164 17.57697 22.10077 17.82124 19.73184 24.34543 29.78008 22.49469 20.38205 19.13327 22.12985 28.62173 24.40858 23.42817 23.88254 27.40943 23.52781
30.97681 24.90494 34.11995 19.1801 24.56921 28.52883 24.00973 24.07586 29.7504 26.79623 21.8538 32.67844 31.55316 27.4912 19.37642 32.92465 24.40337 18.59481 26.13219 22.28529
27.4249 26.99997 24.06317 18.02238 24.90686 28.84451 23.99164 23.21308 25.95355 22.28367 27.50843 29.99643 30.25839 28.21717 15.07577 34.16327 18.83071 25.8861 25.49476 27.85407
16.37686 23.99957 25.15008 30.24277 13.05811 22.63314 16.28441 24.49687 25.50781 17.27042 30.85236 27.44477 32.79703 16.66246 31.40795 21.82911 32.3828 14.13856 29.43785 33.81018
26.97491 29.17856 25.87917 25.45047 29.32123 25.94258 23.59435 23.70311 27.3933 24.08938 27.50968 21.49394 30.60423 29.14078 32.32555 22.35026 22.32129 26.06589 24.87067 22.82379
23.09712 29.86659 19.19745 23.76751 25.49376 28.08519 24.93567 23.08284 21.52972 23.38875 19.76552 27.68533 18.33548 28.81963 25.92377 23.37539 20.66005 15.04384 28.04522 28.25083
36.94505 16.91674 30.80007 30.42458 27.61256 20.05507 16.40695 18.38025 28.20564 19.99085 38.82238 32.7746 25.23619 23.34743 21.50505 27.20248 18.41171 32.77009 20.21464 24.55277
